product,review_content,rating,review_date,variant,source
Amazon Alexa / Echo,not that much different than the one we had.  alexa is still stubborn. lol.  we ordered it on the prime day to get the light bulbs with it i the deal but did not get the light bulbs.  when we called she said they were sold out.  felt bad about that.  now we have to buy light bulbs.,4,30-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,to have ability to play amazon music outside for patio gatherings. i also used blue tooth to connect echo plus via alexa app on my tablet to an external speaker when/if the party extends into the yard. i have plans to connect other devices such as thermostat and other lighting and home devices.,5,30-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,we got this mainly for our son who is currently vision impaired ! it has many good things and setup was fairly easy once i did the first one but they should be easier to setup and come loaded with more stuff ! it should do text messages to friends easier without them having to download something for it to work and it should link with email and also them common social media like facebook and twitter and others !the whole purpose was to get him back connected to the web by voice so he wouldn't feel left out and isolated ! they should also have a tech support phone number to call or a way to do direct help to the echo so tech support can help setup the device ! i had to get a friend whos an it guy to come help me setup,4,30-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"i love every aspect of the echo plus, i wanted it for my office. the light was also for my desk lamp.",5,30-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,great hub,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"this is very hard to review because i am part of the  problem.i am 75 and got it so my dog would have distracting noise when i am not home.i am computer literate, itunes literate, amazon literate, as well as countless other programs, but am apparently a dunce when it comes to talking to alexa.  i think i heard her sigh in exasperation.i tried to create a playlist of songs i like only to have it ignored.  i am learning workarounds but they are mediocre, at best...and, as yet do not include a personal playlist.i have scoured the beginners section but the beginners it addresses are far more advanced in basic alexa than am i.so far, i like what i have been able to use but i'd like it a lot more if i could configure it to my needs, rather than accepting the amazon/alexa default.karen",4,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,very satisfied with the purchase. the package came in good time and was just as expected,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,great sound easy set up looks cool,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,love the echo plus!! much better versatility than the first generation echo. intercom and voice-controllable smart bulbs are awesome!,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,my new bff!,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,alexa didn’t know answers to many questions we asked. for example we asked how many cups in a pound and she said a pound is a form of money,1,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"for now, i love everything. so cool with my music and flash briefings, 5 star echo",5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,great product. i have two and may want to buy a third!,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,so far we have enjoyed it.  the only problem we have is i have not been able to call one of my sons with it (the sad part is he is the one who gave it to me:( ),5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,love it,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,i have had no problems with my echo plus. would purchase it again.,5,29-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,great,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,i love it.  you own personal secretary.,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"not perfect but very good! a few times alexa picked up something from tv, and has a very slight problem with smart home equipment in that she gets confused with what we want to call things. if you call something &#34;light&#34; in the app you need to say light, not &#34;lights.&#34; echo plus has no problems as a smart hub but i could use better user directions. well worth owning and a good step to making my home smart!",5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,pretty cool. i have only begun to figure out things she does.,4,29-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,i have the google home that i really like. the echo plus i think has even a better sound and am totally happy with it.,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,i love this device. makes life easier the more you figure out it can do.,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,,5,29-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"i love my echo plus. i haven't one bad thing to say. it controller music when i need it too. with a great sounding 360 speaker. i also bought a 4k fire tv and it can open amazon prime video or netflix at any moment. the included hue lighting makes this product even better. i found myself with a whole array of smart lights perfect for any house or entertainment room. the addition of phone calls on the mic and speaker makes it practical when your busy in the kitchen or on the computer. alexa will controll it all as soon as you say ""hey alexa"". and if the always on mic concerns you well you can always mute the device. this is a must buy for anyone interested in ease and comfort.",5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"amazon music is great. love the ability to create my only playlists. has great sound, not up to the standard of our bose but very good.",5,29-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,home entertainment.,5,29-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,great product i just wish it had some sort of equalizer... the bass is a little much,4,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,its work perfect an i must introduce the rest of the device to complete the functions.,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"i decided to buy smart door lock and decided on getting the echo plus to control it.  i chose a kwikset 888 because amazon said it was compatible and i bought 2 dots while i was at it.  and when i posed the question, somebody in the community said it will work with alexa.  what i didn't know was the z-wave lock and zigbee alexa hub weren't compatible.  does any body know of a lock that works seamlessly with echo plus?  if not, i guess my choices are: 1. exchange the plus for a regular echo and buy a separate hub like wink.  2. return the whole alexa system and get something else.i  don't want to just buy another hub to use along side my echo plus or i'll be back here asking how to integrate two hubs.the reason i kept from buying smart systems up to this point  is because i was afraid they wouldn't operate seamlessly and unfortunately i only do enough research after something doesn't work.",2,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,this echo plus has proved to be the most innovative improvement in my life!,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"i purchased the amazon echo plus on amazon prime day because i need a hub. i'm in the process of upgrading my home into a smart home. for the same price as some hub's, and even less expensive in some other cases. i got a hub that works with my devices, plus it does a lot more. i haven't even had time to go through all the skills it has, but i've already found myself using many of them. when i started a search for a hub. i wasn't even considering the echo. in part, because i didn't know it was a hub. but also because i didn't really think i would find much use for another ai system. if you're looking for a hub. why settle for a plane hub, when you can get a personal assistant that does so much more and yet cost's the same or less than other hubs? oh! and by the way. for the same price as the amazon echo plus alone. i found one that came bundled with a smart bulb & saw another that came with a smart plug. given the price of these extras. well, that just put the echo plus over the top.",5,29-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"i'm so happy that i purchased alexa.  when i recently saw this at a friend's home, he played some music while talking about the product.  i love the sound & love that all i have to do is tell alexa or ask a question & she responds immediately.  i haven't been able to listen to my cd's for a while since i have a problem within my stereo equipment for some time now so this makes me extremely happy that it's not an issue any longer.",5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"after we learned to use this (we are still learning), we are very pleased with echo plus",5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,i love it !! used one like this in philly while visiting my son and decided to buy my own on prime day !,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,the speakers on these devices are surprisingly good. the functionality of each echo device is fantastic.,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,as advertised.  connected my smart bulbs with no problems.,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,it works perfect!,5,29-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"love warehouse buys. if this was just in good used condition, then new must be newer than new. seriously, this one was perfect, not a mark on it anywhere. great buy!",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,alexa is awesome! the first day i got my echo plus i found out things that she can do that i didn’t think were even possible. i highly recommend this product. along with all the accessories.,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,ease of set up. i’ll have fun sitting up other features as well as making my house a smart home.,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,i try use with yale lock but isn’t work,3,28-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,it seems to be ok but the instructions are weak and i can not seem to get it to work. i am going to get my techy friend to help me out and i will update you later,3,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"i love everything about it. i love that the echo plus turns on and off my light. it can also dim them with voice commands. i also like listening to my kindle books even the ones that i didn’t purchased  audibles for. i like that it can play my music from amazon music, pandora, tunein, i heart radio and spotify. echo can even play my local radio station. i love that the echo is connected to my tivo bolt. this allows tivo to pause, stop and play whatever i want with a simple voice command. i love that i can reorder items that i purchased on amazon and that the echo plus notifies me when my order is mailed, when it will be delivered and when the package has been delivered.  the only three dislikes that i have is that if you’re up too close or to far the echo doesn’t respond. so i think they need to improve the microphone. and i wish the speaker was better. the speakers are okay but could be improved. also i have the echo dot and it never has given me any problems with the internet. well the other day i received a red light right on my echo plus. this error was sorry i’m having trouble understanding you please try again later. after research online i learned it was a problem connecting to my internet. and it was easy to find this out. and i found it odd that my dot wasn’t having this problem even though they are connected to the same network.",4,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,love everything about this....,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,perfect for controlling my tp-link smart devises,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,love this thing. easy to setup and  looking forward to adding more smart devices to my home.,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,got it specifically to work with the august smart lock and it connected to it with ease.  definitely ties the smart home together.,4,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,sound very nice perfect for the price,4,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,love it it's number 4!,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,wonderful product.  love alexia,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,it has a nice speaker.,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,music mainly but still checking other features,4,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"very capable.  language recognition is the best i've experienced.  great sound, too!",4,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,love .. love my echo plus !  so silly simple to set up .  alexa has now become my new bff.  amazon 24/7 support is hard to beat !!  any questions answered any time ... what more can you ask for !!!,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,its got to be one of the coolest things.,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,awesome! easy set up. linked right up with my nexia home automation.,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,hands free voice commands and interactions with smart devices around the house makes having an echo plus one of the best purchases i’ve made!,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,definitely a really good buy for first time buyers of smart home stuff =]i bought 3 =],5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,i enjoy the various functions of the device,4,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"alread had echos and dots, but the ability to control philips hue bulbs nudged me to buy this on prime day.  another fun product from amazon.",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"i purchased the echo plus with the build-in hub, so i could have the convenience of asking alexa to turn my lights and lamps on and off.  philips hue light bulbs were placed in the fixtures that i wanted alexa to control and they all work great!  i already had an echo dot in my kitchen/den area, so i placed the echo plus with hub in my bedroom. my radio and lamps in my kitchen and den are controlled with tp-link plugs.  but, the ceiling light fixtures and lamp in my den and bedroom have special philips hue light bulbs that are controlled by the hub inside the echo plus.  i am able to play music, set my alarm, get weather reports and numerous other things on both devices.  the echo dot requires a tp-link plug to be plugged into it and the echo plus requires a special philips light bulbs installed in each light fixture to work..  the only thing i dislike is the high price of the light bulbs required to make the lights work. regular light bulbs placed in the ceiling light fixtures will not work with alexa and  the echo plus with hub.  other than the high price of the bulbs, i love my echo plus with built in hub!",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,easily configured hub capabilities.  excellent sound quality for the size of the unit.,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,works great in my large open room,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,fun,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,this is outstanding works awesome the music sound very clear and loud and alexa is very smart,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,i bought this specifically for the smart hub capability. so far it has been great. easy set up instructions for all the various brands compatible with it.,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"the sound is wonderful and it just plain works. i wish it cost less, but it is worth the cost. (especially on prime day)",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,comes with a hub.  got it during prime day for $99 and a hue white bulb.  works great.  now i can add more stuff that required a hub!,5,28-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"got it for the smart hub and does exactly was it says, turn lights on and off, arm and disarm my security system and the thermostat is next.  great.product!",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"very easy to set up, great sound.",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,so far it's been very useful. trying to learn all the ways to use alexa .,4,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,works better than i thought,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"loved all about it, all i can do with it and it looks good.",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,great product and fast shipping. thank you,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"it's fun to imagine the household management options ...some info questions baffle alexa, but other options are cool - esp. music-related ...",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,easy to set up and works like it's supposed to.,5,28-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"love it, very easy to set up.love that you can request just about anything on your mind and it works on giving you useful information.",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,great product. more skills are needed. i love it.,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,my first smart buy..i am loving it and all the great things alexa can do.,5,28-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"this thing is awesome!  i got it on prime day for a great deal.  i wish i had purchased two.  i also bought the echo show version, but the sound is not nearly as good as the echo plus.  the echo show came dented, so i will be exchanging it.  i like the screen and many of the features so i will not be getting a refund.  it was still worth the price.",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,is great having a new friend,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,coop product many uses including smart devices throughout the home,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"easy setup with great sound, i would rate this unit a 10 +++++, and a must have for the office and home. l am looking add other devices (locks, and lights) for my home.",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,better than expected!,5,28-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"wonderful, still learning how to use. had a heck of a time setting it up, but is happened somehow.",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,it's fantastic. very happy with the purchase.,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,love it!!!,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,i like the list ability and the music i can play.  i do not like that i can not create a playlist without using the app and even then alexa will not play my songs i have to do it through my tablet or phone.  i also do not like that alex can not print again it has to be done through the app.,3,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"it is a great bundle of fun. music ,games, questions etc. i luv it turns off my smart lights. i purchase 4 more smart light for my lamps in the living room and my room!",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,first time using alexa and so far i love it.,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"it was a little hard to follow their instructions, great product",4,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"this was a replacement. it was really easy to set up. i had to reauthorize my smart items to work with the new hub, but installation was easy and instructions were clear.",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,really cool device that does a ton of stuff. fun games like jeopardy. we used this to set up smart bulbs and light switches. make sure you ge the stuff that corresponds with this particular hub. had to make a few runs back to the store for exchanges.,5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"i’ve been waiting for prime day to purchase an echo plus and now, i’m enjoying learning what alexa can do. with a new sonos one and an echo dot, i have the makings of a really nice and well-integrated smart home. love it!",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"i haven't had it very long, but so far our whole family is enjoying asking alexa questions!",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"although this is my second echo device, i am still very disappointed that there is almost no documentation/instructions as to the many functions of the device.  i purchased becausse of the sound quality, but only found out it has bluetooth capabilities last night by accident.  there needs to be a manual that details all of the functionality of the device.  or at least point out where it can be found...",3,28-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"the echoplus is a great extension for the echo dots in our home. i am a little disappointed that alexa is not as good at information requests as google. but as a start on home automation, she is very impressive.",5,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,i never had alexa before but the biggest reason i bought it was for youtube and apparently youtube stopped supporting it and that is why it will get 4 stars.... it's mostly youtube's fault but i worked around it by using my cell phone as a blue tooth connected to hear things but still takes the voice activate purpose away but the speaker is amazing to hear my youtube watch later playlist,4,28-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,awesome!! loving alexa,5,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,no habla espanol,1,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,love the music the stories,5,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,it is fantastic.,5,27-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,like it but it will take time to setup all the skills i want simply because there are so many. i already use music and flash briefing daily. very satisfied. i use this along with alexa app on my kindle hd8,4,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"wish it would have came with the lightbulb, but otherwise works great, fast delivery, and i enjoy using it!",4,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"still haven’t learn all the echo can do, but so far, quite pleased!",5,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,love it!,5,27-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,i can receive my cpr classical station.  great sound.what i like least is the learning curve and my mistakes.,4,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"sounds well and we find it useful overall but it can be frustrating when it doesn’t respond or you forget the correct command.  “alexa, turn on the living room lights”.  oops i mean “alexa turn on the family room lights”. i also never realized i call my couch a sofa some times.  unfortunately my alexa is confused by my changing names for where i sit.",3,27-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,no it is broke and i can't get help fixing or replacing it,1,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"i’m still unable to connect any devices although it says it has a built in hub. so bought a bridge to connect the devices thinking that everything would sync and my other devices are still not discovered via my echo plus and i was looking forward to this feature. being able to play music, check the weather etc is fine.",2,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,sounds great have not used the hub yet,5,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"is as expected and more, responds very fast to given commands and was very easy to connect via the amazon app. i also bought the philipshue light bulb and all i had to do was put it in my lamp and tell alexa to find my device and it connected and the lamp now turns on and off with voice commands.",4,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,sound is better,4,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,it is as if we are having a conversation with another person.  instantaneous response.  and the fact that it catches your command even when you're far from it is simply just amazing.,5,27-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,although i haven't taken advantage of many of the echo's features there is one that bothers me. it starts talking even when i haven't said anything even close to the wake up word - echo - had to change from alexa due to a conflict with another device.,3,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,the echo plus is very straight forward and easy to use.  it plays great sounding music and can do lots of other things.  still learning what all it can do.  working very well so far.,5,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,we have used for last 2 weeks. we like it. my children also like it. alexa has become part of our family.,4,27-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,terrible. stopped working after one day.,1,27-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"better sound than my echo dot. simple to set up, less than 5 minutes.",5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,nice toy to have around!,4,26-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"it does not speak in spanish,,,i bought it for my grandmother to have someone to talk to when i’m not around,,,,,no spanish!",1,26-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,love all the cool thing i can do!,5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,great product,5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,like it. still working discovery. really too soon to fully evaluate. but looking forward to learning and using it.,5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"when i got this echo i was excited to have a device with better sound than my dot and a hub to control some hue bulbs.what i didn't realize and also wasn't fully communicated to me, is that you can't use hue bulbs to their full potential with this device. you can only turn on and off the lights and set them to a number of preset colors. you also cannot update the bulbs to the newest firmare which is a security concern for me.do not buy this if you want a full featured hub for your new iot devices. if you do, you will end up needing to update to a standalone hub, which makes the hub inside this device redundant and pointless.i still love the echo and have zero complaints about the alexa functionality or sound quality of this device. i'm only disappointed with the hub's functionalities.",2,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,still needs some work on commands. sound is equal in the regular echo so if you don't need a smart hub get a regular echo. the sound is ok with it had as much bass as my old soundlink but i mean hey gets loud on the treble and sounds clear.,4,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"i love my echo plus. i use it with my spotify account, to find my phone, make phone calls,  turn our lights off and on, much more. most importantly it reads story to my children.  they love it and that makes me happy.",5,26-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,excellent why didn’t i think it is in the beginning i love it,5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"bye bye philips hub and expensive monthly internet charge!  took a little tinkering, had to rest the individual bulbs, but works great! no more, &#34;philips hue bridge is not responding&#34; message.",5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"works great! exactly as described. only complaint i have is sometimes alexa gets confused with smart home product names and i had to go back and change some stuff around, but i chalk that up to my inexperience with smart home stuff.",5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,i love it. use it mostly for the music huge repertoire to choose from,5,26-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,very easy to hook up. download the app and it walks you through the setup,5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"i am so disappointed in this product.  i tried to install two different units and neither one of them were successfully completed.  hours with amazon technicians.. resetting each of them.  the app didn't connect the echo plus to the internet connection.  tried using the application on a phone, a tablet and on a chromebook... no luck.  there are no clean directions on the application.  probably sending this back to amazon..mark this as not ready for prime time.",1,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,well behaved device that i enjoy using.,5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,easy setup and sound quality.,5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,i really love the hub feature,5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,what a blast!  we love echo...  just learning all the tricks but lots of fun and helpful too!,5,26-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,love this!,5,26-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"great sound quality, works well with smart home devices",5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,use way more often than we used our google home.,5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"mic hears everything but only understands about half the first time, it often takes multiple tries until it gives the correct result.",3,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"nice add on to a home.what i don't like are the limitations, for example world soccer. it won't give you much info of sport teams other than american.",4,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"i was a little apprehensive about buying this because i saw reviews saying it sounds like crap. i'm no audiophile by any means so maybe it's that, but i think it sounds great considering the size. it fills my living room with sound and gets pretty loud while remaining clear. i haven't had any issues pairing with my devices or utilizing any of the voice commands. i have it paired to an ecobee3, my firestick, and a phillip's hue light bulb. i plan on adding devices as i go. i love this thing and i'm glad i scooped it up! i have only had it around 2 weeks. will update if i run into issues.",5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,i love my echo plus. the only drawback is that there is no battery so it has to be plugged in at all times which makes it inconvenient  to use outdoors.,4,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"great device, my grandkids had a ball setting it up for me!",5,26-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,the alexa is awesome but when i rcieved the light buld i did not know that u need another adapter to have the light buld to work. i was not aware of that.  disappointed,1,26-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"the echo plus is great! so easy to set up and with the built in hub, it connects to other alexa devices with a mere verbal command. i am 62 and not super techno knowledgable but this was easy for me. have my lights integrated with alexa and now looking at security cameras and locks. definitely recommend the echo plus!",5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,works as advertised! it says alexa is always learning. that's great because i am just learning all the things alexa can do.,5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,"great , love it.",5,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,wish it had a battery or was described better as a plug in only item.,2,26-Jul-18,Black  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,doesn't seem to hear as well as my 2nd generation echo and why is there no volume buttons on it?!,3,26-Jul-18,White  Plus,kaggle_amazon_alexa
Amazon Alexa / Echo,a+,5,26-Jul-18,White  Plus,kaggle_amazon_alexa
